ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_23_P206792	0.0753	0.00464178	4.68	-1.81530354	6.74e-02	ZNF764	ENST00000395091
A_33_P3215635	0.0754	0.00465474	4.67	-1.81833132	5.76e-02	CHRNB2	ENST00000368476
A_23_P68978	0.0754	0.00465915	4.67	-1.81936152	1.04e-01	EFCAB6	ENST00000477145
A_23_P104563	0.0754	0.00466009	-4.67	-1.81957974	-1.16e-01	CPT1A	ENST00000539743
A_23_P259506	0.0754	0.00466348	-4.67	-1.8203704	-4.87e-02	C5orf32	ENST00000261811
A_23_P171258	0.0755	0.00467924	-4.67	-1.82403422	-8.22e-02	ABCB7	ENST00000490858
A_24_P130792	0.0755	0.00467958	4.67	-1.82411231	5.52e-02	NSUN4	ENST00000475281
A_23_P149259	0.0755	0.00468324	4.67	-1.82496276	5.15e-02	TMEM79	ENST00000495881
A_21_P0000659	0.0755	0.00468338	-4.67	-1.82499515	-8.02e-02	UBAC2-AS1	
A_23_P258814	0.0756	0.00468731	-4.66	-1.82590696	-5.48e-02	DPH3P1	
A_33_P3679936	0.0759	0.00471484	-4.66	-1.83226686	-2.50e-01	LOC283483	
A_21_P0012956	0.0759	0.00471727	-4.66	-1.8328267	-1.76e-01	XLOC_l2_011793	ENST00000510311
A_24_P253003	0.076	0.00472359	-4.66	-1.83428205	-1.58e-01	WNT11	ENST00000447195
A_33_P3239185	0.076	0.00472858	-4.66	-1.83542853	-6.82e-02	SYT7	ENST00000263846
A_23_P139388	0.076	0.00473017	4.66	-1.83579368	4.96e-02	RSF1	ENST00000480887
A_33_P3238280	0.0761	0.00474482	-4.65	-1.83915277	-1.06e-01	ESYT3	ENST00000389567
A_33_P3278868	0.0761	0.00474927	-4.65	-1.84017028	-9.73e-02	HEATR5A	ENST00000382464
A_23_P6836	0.0761	0.00475515	4.65	-1.84151513	5.99e-02	IP6K2	ENST00000491686
A_33_P3268793	0.0761	0.00476022	4.65	-1.84267193	8.10e-02	ADAT3	ENST00000329478
A_24_P56317	0.0761	0.00476985	4.65	-1.84486858	1.06e-01	MBNL2	ENST00000343600
A_23_P167269	0.0761	0.00477263	-4.65	-1.84550084	-6.51e-02	C4orf43	ENST00000358572
A_24_P235049	0.0761	0.00478234	4.64	-1.84770936	8.63e-02	MTHFD1L	ENST00000367321
A_23_P1056	0.0761	0.00478561	-4.64	-1.84845042	-5.22e-02	GPR89B	
A_23_P59426	0.0761	0.00479377	4.64	-1.85030252	5.73e-02	PAXIP1	ENST00000323199
A_33_P3402823	0.0761	0.00479858	4.64	-1.85139195	7.27e-02	SPIN3	ENST00000374915
A_32_P85813	0.0761	0.00480034	-4.64	-1.85178938	-5.16e-02	RAP1GDS1	
A_23_P145957	0.0761	0.00480528	-4.64	-1.85290814	-6.60e-02	TPK1	ENST00000549981
A_33_P3301025	0.0761	0.00480711	-4.64	-1.85332048	-6.75e-02	CPOX	ENST00000264193
A_33_P3351836	0.0761	0.00480749	-4.64	-1.85340591	-7.33e-02	C2orf73	ENST00000414747
A_23_P209538	0.0761	0.00481126	4.64	-1.85425941	9.44e-02	KANSL3	ENST00000420155
A_33_P3262043	0.0761	0.00481296	4.64	-1.8546426	6.88e-02	BAD	ENST00000309032
A_21_P0000300	0.0761	0.00481374	4.64	-1.85481754	8.82e-02	SNORA48	
A_23_P6464	0.0761	0.0048167	4.64	-1.85548519	6.36e-02	PLA2G6	ENST00000402064
A_33_P3337318	0.0761	0.00481698	4.64	-1.85554984	7.04e-02	HNRNPA2B1	ENST00000490912
A_33_P3227880	0.0761	0.00481756	-4.64	-1.85567902	-1.73e-01	BTN3A2	ENST00000396948
A_23_P24433	0.0761	0.00481883	4.64	-1.85596602	6.86e-02	CTSF	ENST00000527141
A_32_P149060	0.0761	0.00481974	4.64	-1.85617065	9.39e-02	C21orf71	
A_23_P365149	0.0761	0.00482228	-4.63	-1.85674415	-5.67e-02	BCKDK	ENST00000394951
A_19_P00802413	0.0761	0.00482476	-4.63	-1.857302	-5.03e-02	PIEZO1	ENST00000301015
A_23_P211285	0.0761	0.00482839	-4.63	-1.85811866	-5.62e-02	NDUFV3	ENST00000460259
A_33_P3220347	0.0762	0.00483529	-4.63	-1.85967168	-6.01e-02	CNPY1	
A_23_P157495	0.0766	0.00486726	-4.63	-1.86683177	-5.74e-02	PPP3CC	ENST00000240139
A_33_P3245278	0.0767	0.00487349	4.62	-1.86821941	8.74e-02	PTPRG	
A_24_P68631	0.0767	0.00487583	4.62	-1.86874112	6.39e-02	HIST2H2AB	ENST00000331128
A_24_P322229	0.0767	0.00488442	-4.62	-1.87065497	-6.55e-02	RASL10B	ENST00000268864
A_23_P403398	0.0768	0.00489033	4.62	-1.87196913	5.92e-02	DKFZP586I1420	
A_23_P65797	0.0769	0.00490455	4.62	-1.87512287	7.14e-02	KLHL25	ENST00000337975
A_24_P16610	0.0769	0.004907	4.62	-1.87566469	5.26e-02	ZNRF1	ENST00000335325
A_21_P0008935	0.0769	0.00491507	4.61	-1.87745186	9.45e-02	XLOC_011718	
A_24_P753476	0.0769	0.00491542	-4.61	-1.877529	-1.40e-01	LOC340508	
A_21_P0000711	0.0769	0.00492128	4.61	-1.87882359	1.02e-01	LOC100506462	ENST00000510637
A_23_P327140	0.0769	0.00492258	-4.61	-1.8791096	-9.64e-02	RNF213	ENST00000411702
A_23_P206612	0.0769	0.00492359	-4.61	-1.87933197	-4.85e-02	USP31	ENST00000381162
A_23_P137423	0.0769	0.00492918	-4.61	-1.88056531	-7.92e-02	IGSF8	ENST00000358475
A_23_P130466	0.077	0.00493873	4.61	-1.88266949	6.15e-02	ZNF8	ENST00000196548
A_33_P3210099	0.0771	0.00494857	-4.61	-1.88483194	-9.82e-02	ALPK3	ENST00000258888
A_33_P3415216	0.0772	0.00495632	-4.61	-1.88653222	-6.16e-02	MPV17	ENST00000426513
A_23_P52058	0.0772	0.00496441	-4.60	-1.88830508	-6.50e-02	TARBP1	ENST00000471918
A_33_P3392829	0.0772	0.00496596	4.60	-1.88864415	1.59e-01	ESPNL	ENST00000343063
A_24_P365679	0.0772	0.00496713	-4.60	-1.88889985	-6.40e-02		ENST00000357802
A_23_P159907	0.0772	0.00497371	4.60	-1.89033701	7.24e-02	MAGED4B	
A_23_P333705	0.0774	0.0049875	-4.60	-1.89334719	-5.50e-02	NEK3	
A_24_P130041	0.078	0.00503197	-4.59	-1.9029917	-5.83e-02	CYP51A1	ENST00000422722
A_23_P102937	0.0781	0.00503962	-4.59	-1.9046441	-4.56e-02	SUMO3	ENST00000332859
A_24_P117029	0.0782	0.00505042	-4.59	-1.90696973	-6.23e-02	LDLR	
A_33_P3303121	0.0782	0.0050545	4.59	-1.90784678	6.27e-02	RAP2B	ENST00000323534
A_24_P781757	0.0782	0.00505805	4.58	-1.90861049	8.88e-02	LOC148413	
A_23_P144337	0.0782	0.00506091	4.58	-1.90922454	1.73e-01	CCRN4L	ENST00000515616
A_33_P3282634	0.0783	0.00506814	4.58	-1.91077563	1.47e-01	ALDH1L2	ENST00000552270
A_33_P3256868	0.0784	0.00507945	-4.58	-1.91319898	-6.18e-02	ZNF83	
A_23_P259663	0.0784	0.00508998	4.58	-1.9154485	4.86e-02	ZKSCAN5	ENST00000326775
A_33_P3331491	0.0784	0.00509036	4.58	-1.91552996	5.56e-02	LOC728392	ENST00000307229
A_23_P111995	0.0784	0.00509275	-4.58	-1.91604085	-9.84e-02	LOXL2	ENST00000389131
A_33_P3280927	0.0784	0.0051045	-4.58	-1.91854402	-8.86e-02	SNHG7	
A_33_P3388331	0.0784	0.00510459	-4.58	-1.91856445	-6.02e-02	FARP1	ENST00000376584
A_23_P62807	0.0784	0.00510585	-4.58	-1.91883314	-4.64e-02	SCCPDH	ENST00000366509
A_23_P413641	0.0784	0.00510811	-4.57	-1.91931274	-7.03e-02	PREX1	ENST00000396220
A_24_P42501	0.0784	0.00511188	-4.57	-1.92011396	-6.51e-02	ACOT9	ENST00000449612
A_21_P0004831	0.0785	0.00512045	-4.57	-1.92193463	-3.51e-01	XLOC_005155	
A_23_P122007	0.0786	0.00512818	4.57	-1.92357542	5.50e-02	C5orf30	ENST00000510890
A_23_P312901	0.0786	0.00513409	-4.57	-1.92482666	-2.06e-01	GPR112	ENST00000287534
A_32_P98227	0.0788	0.00515304	-4.57	-1.92883005	-9.66e-02	LDB3	ENST00000429277
A_23_P57137	0.0789	0.00516429	4.56	-1.93120167	7.20e-02	C20orf29	ENST00000379573
A_24_P381224	0.0789	0.0051648	4.56	-1.93130906	4.54e-02	SYVN1	ENST00000526060
A_23_P140907	0.0789	0.00516732	-4.56	-1.93183949	-8.82e-02	TMEM8A	ENST00000382942
A_23_P108835	0.079	0.0051789	4.56	-1.93427088	5.60e-02	YPEL5	
A_23_P156327	0.079	0.00518288	-4.56	-1.93510673	-6.02e-02	TGFBI	ENST00000398813
A_24_P418203	0.0792	0.00519876	-4.56	-1.93843096	-9.38e-02	CNTNAP3	ENST00000323947
A_23_P132175	0.0792	0.00520035	-4.56	-1.93876407	-5.23e-02	RTN4R	ENST00000043402
A_32_P129862	0.0792	0.00520703	4.55	-1.94015826	1.95e-01	KCNK10	
A_33_P3365037	0.0792	0.00520724	-4.55	-1.94020361	-5.43e-02	ERCC1	ENST00000013807
A_23_P23839	0.0792	0.00521331	4.55	-1.94146907	8.80e-02	LGR6	ENST00000367277
A_23_P82334	0.0794	0.00523199	-4.55	-1.94535735	-6.16e-02	SLC25A13	ENST00000416240
A_33_P3286608	0.0794	0.00523323	4.55	-1.94561491	7.29e-02	PGBD2	ENST00000539153
A_33_P3835524	0.0796	0.00525131	4.55	-1.949363	7.70e-02	POU2F2	ENST00000534559
A_33_P3419239	0.0796	0.00525131	-4.55	-1.94936407	-1.31e-01	DNAI2	ENST00000446837
A_23_P56833	0.0797	0.00526694	4.54	-1.95259297	4.77e-02	ASB3	
A_33_P3209005	0.0798	0.0052737	4.54	-1.95398864	7.72e-02	ZNF673	
A_33_P3364646	0.0798	0.00528136	-4.54	-1.95556633	-2.07e-01	RASGEF1B	ENST00000264400
A_24_P253755	0.0798	0.00528265	-4.54	-1.95583003	-6.13e-02	PIGL	ENST00000477745
A_23_P126649	0.0798	0.00529014	4.54	-1.95737171	1.15e-01	PGBD5	ENST00000321327
A_33_P3258712	0.0798	0.00529056	-4.54	-1.95745797	-6.00e-02	LOC100506676	
A_33_P3409159	0.0799	0.00530343	-4.54	-1.96009898	-5.86e-02	SLC22A23	ENST00000406686
A_23_P361569	0.0799	0.0053063	-4.53	-1.96068629	-5.21e-02	SLC35F5	
A_23_P98167	0.0799	0.00530936	-4.53	-1.96131372	-6.08e-02	UNC93B1	ENST00000530331
A_23_P105495	0.08	0.00531725	4.53	-1.96292759	8.91e-02	TAS2R14	ENST00000381852
A_33_P3302448	0.08	0.00532215	-4.53	-1.96392879	-1.91e-01	LINGO3	ENST00000404279
A_24_P50458	0.0801	0.00533992	4.53	-1.9675527	5.90e-02	TERF1	ENST00000538958
A_23_P209805	0.0801	0.0053445	-4.53	-1.96848492	-5.87e-02	NAB1	ENST00000409581
A_23_P167479	0.0801	0.00534471	-4.53	-1.96852764	-2.06e-01	IL17B	ENST00000505432
A_33_P3402868	0.0801	0.00534525	-4.53	-1.96863704	-6.47e-02	GRIN2D	ENST00000263269
A_23_P68628	0.0801	0.00535016	-4.53	-1.96963558	-8.11e-02	NECAB3	ENST00000485399
A_33_P3364741	0.0801	0.00535101	-4.53	-1.9698065	-8.40e-02	MRC2	ENST00000303375
A_33_P3423969	0.0801	0.00535502	4.53	-1.9706223	1.27e-01	GBX2	ENST00000306318
A_32_P122402	0.0801	0.00535755	4.53	-1.97113534	7.33e-02	LOC441455	
A_23_P86079	0.0801	0.00536094	-4.52	-1.97182355	-1.34e-01	ANKRD65	ENST00000537107
A_33_P3219055	0.0801	0.00536167	-4.52	-1.97197009	-6.00e-02	C15orf61	ENST00000342683
A_23_P358662	0.0801	0.005368	-4.52	-1.97325382	-7.59e-02	CEP44	ENST00000503780
A_32_P353798	0.0801	0.00537447	-4.52	-1.97456292	-5.29e-02	PTDSS2	ENST00000308020
A_23_P60240	0.0802	0.00538331	-4.52	-1.97634883	-6.86e-02	PIGO	ENST00000491687
A_21_P0014619	0.0802	0.00538883	4.52	-1.97746313	7.16e-02	LOC100507333	
A_33_P3411338	0.0802	0.00539088	4.52	-1.97787749	1.46e-01	ENPEP	
A_24_P302574	0.0802	0.00539105	-4.52	-1.97791182	-5.23e-02	OSGEPL1	ENST00000264151
A_33_P3402304	0.0803	0.00540446	-4.52	-1.98061268	-6.40e-02	ZBTB7C	ENST00000332053
A_24_P795371	0.0803	0.00540495	-4.52	-1.98070995	-9.73e-02	LOC644192	
A_23_P144348	0.0804	0.00541811	4.51	-1.98335372	6.44e-02	SLIT2	ENST00000503823
A_23_P166686	0.0804	0.00542323	4.51	-1.98438183	6.42e-02	AMOTL2	ENST00000422605
A_23_P110941	0.0804	0.00542716	4.51	-1.9851692	4.87e-02	GSTA4	ENST00000370960
A_23_P73170	0.0804	0.00542773	4.51	-1.98528296	7.64e-02	NDST3	ENST00000296499
A_23_P115919	0.0806	0.00544387	-4.51	-1.98851005	-5.47e-02	PHYH	ENST00000263038
A_23_P404134	0.0807	0.00545353	4.51	-1.99043892	4.46e-02	TOX4	ENST00000262709
A_23_P157527	0.0808	0.00546549	-4.50	-1.99282019	-1.42e-01	LRRCC1	ENST00000414626
A_23_P145694	0.0808	0.00547057	4.50	-1.99382945	4.43e-02	ASNS	
A_33_P3313948	0.0808	0.00547151	4.50	-1.99401652	1.21e-01	KLF11	ENST00000401510
A_33_P3394489	0.081	0.00550018	4.50	-1.99969828	6.68e-02	LOC100144603	ENST00000380711
A_21_P0000440	0.081	0.00550242	-4.50	-2.00014225	-1.35e-01	SNORD115-4	
A_33_P3327822	0.081	0.00550298	-4.50	-2.00025175	-7.77e-02	SH3BGR	ENST00000380631
A_24_P481783	0.081	0.00550301	4.50	-2.0002574	5.32e-02	UBAP1L	ENST00000502113
A_23_P362191	0.081	0.00551004	4.50	-2.00164561	8.14e-02	LINC00324	ENST00000315707
A_23_P99891	0.081	0.00551044	-4.50	-2.00172578	-6.65e-02	MESDC1	ENST00000267984
A_23_P115842	0.0812	0.00552436	4.49	-2.00446847	6.69e-02	CCAR1	ENST00000540210
A_23_P316741	0.0813	0.00553583	-4.49	-2.00672318	-6.79e-02	TSPAN4	
A_23_P144911	0.0813	0.00554329	4.49	-2.00818694	2.15e-01	EGFLAM	
A_23_P125383	0.0813	0.0055472	4.49	-2.00895467	5.33e-02	TMEFF2	ENST00000272771
A_23_P48936	0.0814	0.00555248	-4.49	-2.00998755	-1.03e-01	SMAD3	
A_23_P112004	0.0814	0.00555745	4.49	-2.010961	7.28e-02	LRRC6	ENST00000395414
A_23_P31240	0.0815	0.00556945	4.48	-2.01330603	1.09e-01	GAL3ST4	ENST00000426974
A_32_P136351	0.0815	0.00557399	4.48	-2.01419106	6.31e-02	SLITRK1	ENST00000377084
A_24_P273143	0.0816	0.00558444	-4.48	-2.01622763	-2.48e-01	LINC00152	
A_24_P412976	0.0816	0.00559129	-4.48	-2.01756109	-5.37e-02	TMEM143	ENST00000293261
A_23_P1782	0.0817	0.00560413	-4.48	-2.02005456	-1.01e-01	CD82	ENST00000227155
A_23_P2083	0.0817	0.00560797	4.48	-2.02079978	1.91e-01	ASCL3	ENST00000531618
A_33_P3216651	0.0817	0.00561158	4.48	-2.02150047	9.44e-02	LRTOMT	ENST00000307198
A_21_P0004164	0.0817	0.00561212	-4.48	-2.02160504	-2.09e-01	XLOC_004944	ENST00000503367
A_23_P160354	0.0817	0.00561529	-4.48	-2.0222177	-6.26e-02	AKT3	ENST00000366540
A_33_P3234457	0.0817	0.0056242	-4.47	-2.02394247	-4.81e-02	FBRSL1	ENST00000542061
A_24_P389959	0.0817	0.00562605	-4.47	-2.02429996	-4.77e-02	COPZ1	ENST00000416254
A_21_P0014134	0.0817	0.00562747	-4.47	-2.02457391	-2.02e-01	EVC	ENST00000382674
A_23_P75978	0.0817	0.00563067	-4.47	-2.02519219	-6.36e-02	CLPB	ENST00000535477
A_24_P268729	0.0817	0.00563333	4.47	-2.025706	1.31e-01	HEMK1	ENST00000448997
A_23_P411772	0.0818	0.00564338	4.47	-2.02764501	1.49e-01	PCDHGB2	
A_21_P0000835	0.0818	0.00565235	4.47	-2.02937082	1.43e-01	LOC100129845	
A_23_P89799	0.0818	0.00565485	-4.47	-2.02985271	-6.19e-02	ACAA2	ENST00000285093
A_23_P153461	0.0818	0.00565651	4.47	-2.03017067	6.83e-02	LPPR2	ENST00000251473
A_33_P3386765	0.0818	0.00566172	4.47	-2.03117282	4.95e-02	ABHD14A	ENST00000273596
A_23_P48964	0.0819	0.00566838	4.47	-2.03245091	7.14e-02	VPS33B	ENST00000537510
A_23_P27035	0.0819	0.0056769	-4.47	-2.03408277	-4.80e-02	TMEM98	ENST00000394642
A_23_P104323	0.0819	0.00568177	-4.46	-2.03501661	-5.65e-02	MGMT	
A_23_P76918	0.0819	0.00568282	-4.46	-2.03521643	-5.81e-02	TIMM9	ENST00000555593
A_21_P0006784	0.0819	0.00568649	4.46	-2.03591954	1.93e-01	XLOC_008917	ENST00000427379
A_33_P3390778	0.0824	0.0057203	4.46	-2.0423655	6.22e-02	TRIM46	ENST00000392451
A_23_P80242	0.0824	0.00572997	-4.46	-2.04420109	-1.37e-01	SEZ6L	
A_33_P3418597	0.0824	0.0057329	-4.46	-2.04475689	-7.75e-02	GAS2L1	ENST00000360113
A_33_P3233981	0.0827	0.00575674	4.45	-2.04926934	5.82e-02	NASP	ENST00000481782
A_23_P9293	0.0828	0.00576496	4.45	-2.05082241	7.58e-02	TJP2	
A_33_P3391865	0.0828	0.00576765	-4.45	-2.0513292	-9.19e-02	INF2	ENST00000330634
A_23_P205746	0.0828	0.00577746	4.45	-2.05317619	7.39e-02	EML1	ENST00000334192
A_23_P86064	0.0828	0.00577785	-4.45	-2.05325005	-3.16e-01	HHIPL2	ENST00000468172
A_33_P3255544	0.0828	0.00578034	-4.45	-2.05371978	-4.84e-02	RNF130	ENST00000519708
A_32_P52816	0.0828	0.00578179	-4.45	-2.0539913	-5.78e-02	TM7SF3	
A_33_P3353916	0.0829	0.00579331	4.44	-2.05615676	6.45e-02	SETMAR	ENST00000430981
A_23_P256158	0.0832	0.00581776	-4.44	-2.06073607	-8.54e-02	ADRA2C	ENST00000330055
A_33_P3294578	0.0833	0.00583036	-4.44	-2.06308971	-6.31e-02	PRKCI	ENST00000476635
A_33_P3248354	0.0833	0.00583463	-4.44	-2.06388422	-6.61e-02	OLFM1	ENST00000392991
A_24_P341923	0.0835	0.00585227	4.43	-2.06716815	7.00e-02	EPG5	ENST00000308403
A_23_P167389	0.0836	0.00586921	-4.43	-2.07031185	-9.78e-02	ARAP3	ENST00000512390
A_33_P3251901	0.0836	0.00586943	4.43	-2.07035129	8.86e-02	APBB2	
A_23_P28224	0.0836	0.00587677	4.43	-2.07171178	1.23e-01	SCN1A	
A_23_P74278	0.0836	0.00587793	4.43	-2.07192548	1.26e-01	PDE4B	
A_21_P0001213	0.0837	0.00588446	4.43	-2.07313378	9.98e-02	XLOC_001147	
A_24_P418408	0.0837	0.00589428	-4.43	-2.07494641	-7.39e-02	FAM89A	ENST00000494111
A_32_P62211	0.0837	0.00589699	-4.43	-2.0754473	-1.12e-01		
A_24_P228875	0.0837	0.00589702	-4.43	-2.0754515	-9.53e-02	ARHGEF6	ENST00000535736
A_33_P3212500	0.0837	0.00589906	4.43	-2.07582852	1.46e-01	LOC100129060	
A_23_P78108	0.0838	0.00591543	-4.42	-2.07884147	-9.09e-02	ALDOC	ENST00000395321
A_23_P99579	0.084	0.00592704	4.42	-2.0809747	9.58e-02	C14orf142	ENST00000306954
A_24_P251534	0.0841	0.00594214	-4.42	-2.08374173	-7.54e-02	CTDSPL	ENST00000443503
A_33_P3289045	0.0841	0.00594665	-4.42	-2.08456758	-8.29e-02	GSTT2B	ENST00000290765
A_21_P0000511	0.0843	0.0059624	4.42	-2.08744382	9.70e-02	SNAR-H	
A_33_P3338733	0.0843	0.00596439	-4.41	-2.08780633	-7.70e-02	MITF	
A_23_P319859	0.0843	0.00596774	-4.41	-2.08841758	-6.21e-02	EYA2	ENST00000327619
A_23_P356554	0.0843	0.00597402	-4.41	-2.0895612	-5.81e-02	BAG2	ENST00000545080
A_33_P3372094	0.0843	0.00597751	-4.41	-2.09019575	-6.47e-02	LLGL1	ENST00000479155
A_33_P3410454	0.0843	0.00598152	4.41	-2.09092606	7.38e-02	GTF2IRD2B	ENST00000394939
A_21_P0000738	0.0843	0.00598893	4.41	-2.09227128	2.17e-01	LOC100507466	
A_32_P919718	0.0843	0.00599126	-4.41	-2.09269428	-1.50e-01	TMEM105	ENST00000332900
A_23_P120153	0.0844	0.0060073	-4.41	-2.09560303	-5.67e-02	RNF149	ENST00000295317
A_19_P00317871	0.0844	0.00600751	-4.41	-2.09564032	-7.21e-02	PVT1	
A_33_P3227269	0.0846	0.00602573	4.40	-2.09893472	9.95e-02	FLJ45983	
A_33_P3397051	0.0846	0.00602583	4.40	-2.09895193	7.41e-02	EXOC8	ENST00000360394
A_23_P156667	0.0847	0.00604187	4.40	-2.10184335	6.41e-02	PPP1R10	ENST00000376511
A_23_P86330	0.0848	0.00604912	4.40	-2.1031485	5.56e-02	IER5	ENST00000367577
A_24_P390495	0.0848	0.00605868	4.40	-2.10486572	7.46e-02	CX3CL1	ENST00000006053
A_24_P261383	0.0848	0.00606756	-4.40	-2.10645919	-8.18e-02	TAF1D	ENST00000527068
A_23_P101246	0.0848	0.00606811	4.40	-2.10655699	6.60e-02	VSIG10L	ENST00000335624
A_23_P116743	0.0848	0.00606902	4.40	-2.10672001	6.27e-02	LOC338799	ENST00000539299
A_23_P26223	0.0848	0.00607396	4.40	-2.10760434	4.63e-02	ASL	
A_23_P56404	0.0848	0.00607556	4.40	-2.10789164	5.83e-02	EN1	ENST00000295206
A_24_P228228	0.0848	0.00607834	4.40	-2.1083899	3.28e-01	B4GALT6	ENST00000306851
A_23_P109322	0.0848	0.00608113	-4.40	-2.1088878	-6.61e-02	PCP4	ENST00000468717
A_33_P3424384	0.0848	0.00608282	4.39	-2.10919075	6.06e-02	THUMPD2	ENST00000403537
A_23_P45786	0.0849	0.00609449	4.39	-2.11127434	6.92e-02	COL9A2	ENST00000482722
A_23_P47116	0.0849	0.00609907	4.39	-2.11209309	1.36e-01	RASSF7	ENST00000344375
A_19_P00316455	0.0849	0.00610035	4.39	-2.11231996	1.12e-01	P39194	ENST00000431554
A_24_P124370	0.0849	0.00610574	-4.39	-2.11328017	-6.76e-02	PARVA	ENST00000550549
A_21_P0005608	0.0849	0.00611226	4.39	-2.11444236	9.75e-02	XLOC_006525	
A_21_P0014173	0.0852	0.00613849	-4.39	-2.11909971	-6.81e-02	LOC100507241	
A_23_P79661	0.0852	0.0061439	-4.38	-2.12005756	-5.27e-02	CCDC93	ENST00000376300
A_23_P8539	0.0857	0.00618099	4.38	-2.1266039	6.08e-02	DAGLB	ENST00000482149
A_21_P0010211	0.0858	0.0061906	-4.38	-2.12829459	-1.54e-01	LOC100505974	
A_33_P3352867	0.0859	0.00620326	4.37	-2.13051633	2.11e-01	PCDHA6	
A_24_P415624	0.086	0.00621248	-4.37	-2.1321313	-6.42e-02	MLXIP	ENST00000377037
A_33_P3212109	0.086	0.00621734	4.37	-2.132982	4.04e-01	DCDC2	ENST00000378450
A_23_P36865	0.086	0.00621875	-4.37	-2.13322946	-5.23e-02	CEP290	ENST00000552810
A_33_P3347147	0.086	0.00622882	-4.37	-2.1349883	-8.39e-02	SUPT3H	ENST00000371460
A_33_P3331366	0.086	0.00623354	-4.37	-2.1358121	-7.91e-02	TRIM25	ENST00000316881
A_23_P19691	0.086	0.00624922	-4.37	-2.13854537	-6.81e-02	HEBP2	ENST00000058691
A_24_P380567	0.086	0.00624927	4.37	-2.13855365	3.10e-01	CALN1	ENST00000412588
A_23_P143935	0.086	0.00624998	4.37	-2.13867816	7.46e-02	PIGZ	ENST00000412723
A_24_P827491	0.086	0.00625016	4.37	-2.13870881	5.18e-02	PA2G4	ENST00000417031
A_24_P555066	0.086	0.00625724	-4.37	-2.13994081	-8.08e-02	SMTNL2	ENST00000338859
A_23_P29830	0.086	0.00626168	4.37	-2.14071147	5.37e-02	CBLB	ENST00000405772
A_32_P165116	0.086	0.00626184	4.37	-2.1407405	4.67e-02	WDR92	ENST00000406334
A_33_P3219434	0.086	0.00626364	-4.37	-2.1410533	-1.36e-01	MARC2	ENST00000359316
A_21_P0004575	0.0861	0.00627102	4.36	-2.14233367	1.40e-01	XLOC_005052	ENST00000519040
A_32_P15958	0.0861	0.00627701	4.36	-2.14337219	1.70e-01	ZNF295-AS1	ENST00000412906
A_23_P390704	0.0861	0.00627928	4.36	-2.14376546	9.10e-02	STK38	ENST00000229812
A_33_P3210423	0.0862	0.00628997	4.36	-2.14561483	6.76e-02	MED1	ENST00000394287
A_23_P121945	0.0862	0.00629849	-4.36	-2.14708722	-8.55e-02	SNCB	ENST00000393693
A_21_P0011633	0.0862	0.0063014	4.36	-2.1475908	1.37e-01	KRT14	ENST00000417510
A_33_P3277447	0.0862	0.00631056	-4.36	-2.14917043	-6.08e-02	SLC26A2	ENST00000286298
A_33_P3281028	0.0862	0.00631116	-4.36	-2.1492738	-8.44e-02	MACROD2	ENST00000310348
A_33_P3882264	0.0862	0.00632216	4.36	-2.15116864	1.05e-01	GRASPOS	
A_24_P74932	0.0862	0.00632284	-4.36	-2.15128526	-9.65e-02	PLP2	ENST00000376322
A_23_P12357	0.0862	0.00632605	-4.36	-2.15183783	-7.68e-02	CRB1	ENST00000538660
A_23_P39024	0.0862	0.00632811	4.35	-2.15219116	6.64e-02	WDR83	ENST00000552700
A_33_P3417980	0.0862	0.00633078	4.35	-2.15264961	7.44e-02	C16orf86	ENST00000459925
A_23_P121095	0.0864	0.00634471	4.35	-2.15504058	4.26e-02	TOP2B	ENST00000540199
A_23_P419714	0.0865	0.00636028	4.35	-2.15770687	1.61e-01	BTBD11	ENST00000280758
A_33_P3230709	0.0865	0.00636502	-4.35	-2.15851705	-5.05e-02	KIF1C	ENST00000320785
A_23_P151805	0.0865	0.00636561	4.35	-2.15861817	2.06e-01	FBLN5	
A_23_P163455	0.0866	0.00637688	4.35	-2.16054277	5.43e-02	MAP1A	ENST00000399453
A_21_P0012952	0.0868	0.00639384	-4.34	-2.16343127	-1.57e-01	LOC100505841	ENST00000509403
A_23_P367899	0.0868	0.00640288	-4.34	-2.16496897	-5.96e-02	EPOR	ENST00000222139
A_33_P3350621	0.0872	0.00643037	-4.34	-2.1696299	-7.28e-02	CNRIP1	ENST00000409559
A_23_P37718	0.0872	0.0064336	4.34	-2.1701747	6.15e-02	CNGB1	ENST00000251102
A_32_P172141	0.0872	0.00644736	4.34	-2.17249966	5.33e-02	CDON	
A_24_P314179	0.0872	0.00645005	4.34	-2.17295418	9.00e-02	ETS2	ENST00000360214
A_23_P100056	0.0872	0.00645015	-4.34	-2.17297057	-9.39e-02	RBPMS2	ENST00000300069
A_21_P0007314	0.0872	0.00645235	4.34	-2.1733405	1.21e-01	XLOC_009365	
A_33_P3340404	0.0873	0.00646748	-4.33	-2.17588993	-4.34e-02	SCLT1	ENST00000506233
A_23_P64689	0.0873	0.00646992	-4.33	-2.17629893	-7.16e-02	PAN2	ENST00000548043
A_23_P142125	0.0873	0.00647751	-4.33	-2.17757463	-6.66e-02	HRC	ENST00000252825
A_21_P0003024	0.0873	0.0064811	-4.33	-2.1781775	-7.34e-02	XLOC_002793	
