ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_23_P19663	0.4147	0.12478586	1.81	-5.11442	7.16e-02	CTGF	ENST00000367976
A_23_P26847	0.4147	0.12479701	1.81	-5.1145	7.43e-02	SOX9	ENST00000245479
A_33_P3277953	0.4147	0.12481852	-1.81	-5.11467	-4.71e-02	LOC100128811	
A_33_P3249364	0.4147	0.12482853	1.81	-5.11475	7.40e-02	TMTC1	ENST00000381224
A_23_P31372	0.4147	0.12485974	-1.81	-5.11499	-2.18e-02	MDH2	ENST00000424167
A_23_P388124	0.4147	0.12487465	-1.81	-5.11511	-4.52e-02	ABCD2	
A_23_P125082	0.4147	0.12487786	1.81	-5.11513	9.32e-02	IRF2	ENST00000393593
A_33_P3303905	0.4147	0.12488697	1.81	-5.11521	2.15e-01	OR52E4	ENST00000316987
A_23_P317800	0.4147	0.12493536	-1.81	-5.11558	-2.69e-02	ANAPC4	ENST00000510092
A_23_P429383	0.4147	0.12494807	-1.81	-5.11568	-1.12e-01	HOXD9	ENST00000249499
A_24_P240187	0.4147	0.12495371	-1.81	-5.11573	-2.17e-02	LRRN1	ENST00000319331
A_19_P00322910	0.4147	0.12495758	1.81	-5.11576	1.09e-01	TWIST2	ENST00000448943
A_23_P28598	0.4147	0.124971	1.81	-5.11586	5.53e-02	DLX2	ENST00000234198
A_33_P3386508	0.4148	0.12502462	1.81	-5.11628	2.43e-02	LOC100132273	ENST00000417327
A_33_P3241741	0.415	0.12509981	1.81	-5.11687	5.71e-02	SNORA23	
A_23_P103414	0.415	0.12511517	1.81	-5.11699	2.61e-02	YTHDF2	ENST00000542507
A_24_P706953	0.4153	0.1252395	-1.81	-5.11796	-1.55e-01	TMEM213	
A_23_P165042	0.4153	0.12527139	1.81	-5.1182	1.55e-01	LOC100129935	
A_23_P321377	0.4154	0.1253416	1.81	-5.11875	5.25e-02	C1orf216	ENST00000270815
A_23_P10647	0.4154	0.12537654	1.81	-5.11902	8.66e-02	CYTL1	ENST00000307746
A_23_P132874	0.4154	0.12537691	-1.81	-5.11903	-2.50e-02	C3orf26	ENST00000421999
A_24_P329600	0.4154	0.12538357	1.81	-5.11908	2.20e-02	UBQLN1	ENST00000533705
A_33_P3306307	0.4154	0.12538639	-1.81	-5.1191	-9.56e-02	KRT26	ENST00000335552
A_23_P26124	0.4154	0.12541163	-1.81	-5.1193	-1.57e-01	RORA	
A_23_P103971	0.4154	0.12542483	-1.81	-5.1194	-1.00e-01	CYP4Z1	ENST00000334194
A_23_P53015	0.4155	0.12548161	-1.81	-5.11984	-5.80e-02	TUT1	ENST00000469480
A_23_P111273	0.4155	0.12550255	1.81	-5.12	2.79e-02	TBC1D7	
A_21_P0005134	0.4155	0.12552363	1.81	-5.12017	1.27e-01	XLOC_005466	ENST00000457339
A_33_P3312819	0.4156	0.12556375	-1.81	-5.12048	-5.74e-02	IGF2-AS	ENST00000381363
A_21_P0003746	0.4157	0.12562212	1.81	-5.12093	1.13e-01	LOC401134	ENST00000509932
A_23_P330537	0.4158	0.12565116	-1.81	-5.12116	-2.75e-02	SPSB3	ENST00000301717
A_33_P3391419	0.4158	0.12566815	1.81	-5.12129	2.32e-02	SOBP	
A_32_P4403	0.4158	0.12571364	1.81	-5.12164	5.18e-02	C16orf72	
A_23_P101960	0.4158	0.12572037	-1.81	-5.12169	-5.46e-02	ZFP36L2	ENST00000282388
A_33_P3237775	0.4158	0.12572162	-1.81	-5.1217	-2.28e-02	NR1H3	
A_33_P3385567	0.4158	0.12574711	-1.81	-5.1219	-7.60e-02	ARNTL	ENST00000472842
A_23_P47879	0.4159	0.12580998	-1.81	-5.12239	-3.47e-02	STAT6	
A_19_P00802413	0.4162	0.1259021	-1.81	-5.1231	-2.14e-02	PIEZO1	ENST00000301015
A_23_P380766	0.4164	0.12601617	-1.81	-5.12399	-2.60e-02	CDC42BPB	ENST00000361246
A_33_P3358342	0.4164	0.1260222	-1.81	-5.12403	-2.50e-02	SIAH2	ENST00000312960
A_24_P343095	0.4164	0.12603346	1.81	-5.12412	5.38e-02	DHFR	
A_23_P388379	0.4166	0.12609707	1.81	-5.12461	6.73e-02	ATRNL1	ENST00000355044
A_33_P3531979	0.4167	0.12616968	-1.81	-5.12517	-6.81e-02	LOC283352	
A_23_P363313	0.4167	0.12619744	1.81	-5.12539	6.22e-02	SLC16A11	ENST00000308009
A_23_P52647	0.4167	0.12620639	1.81	-5.12546	2.36e-02	EHD1	ENST00000359393
A_23_P94319	0.4167	0.12622211	-1.81	-5.12558	-2.58e-02	KBTBD11	ENST00000320248
A_24_P419300	0.4167	0.12623834	-1.81	-5.1257	-4.09e-02	PP7080	
A_33_P3310774	0.4169	0.12630318	-1.81	-5.1262	-5.70e-02		ENST00000510551
A_23_P63681	0.4169	0.12633464	1.81	-5.12645	5.28e-02	IDE	ENST00000496903
A_23_P137173	0.4171	0.12642939	1.80	-5.12718	2.80e-02	TMSB15A	ENST00000289373
A_33_P3293675	0.4171	0.12643517	-1.80	-5.12722	-5.63e-02	SLC12A7	ENST00000343658
A_23_P349416	0.4171	0.12644704	-1.80	-5.12731	-5.37e-02	ERBB3	ENST00000551242
A_23_P134566	0.4171	0.12647585	-1.80	-5.12754	-1.70e-01	OR2A7	ENST00000315453
A_23_P502312	0.4171	0.12647646	1.80	-5.12754	5.66e-02	CD97	ENST00000242786
A_23_P329261	0.4172	0.12653963	-1.80	-5.12803	-5.33e-02	KCNJ2	ENST00000243457
A_23_P252700	0.4175	0.12665381	1.80	-5.12891	2.76e-02	UNC50	ENST00000409975
A_32_P55840	0.4176	0.12670763	1.80	-5.12932	5.90e-02		ENST00000377186
A_21_P0002649	0.4177	0.12674696	-1.80	-5.12962	-3.38e-01	XLOC_002010	
A_33_P3394312	0.4177	0.12675652	-1.80	-5.1297	-6.78e-02	OR2A2	ENST00000408979
A_32_P331139	0.4178	0.12681938	1.80	-5.13018	1.71e-01	C1orf192	ENST00000367974
A_33_P3274069	0.418	0.12690287	1.80	-5.13082	2.23e-02	RHBDD3	ENST00000216085
A_23_P34144	0.418	0.12690456	1.80	-5.13083	2.76e-02	MAGEH1	ENST00000342972
A_23_P89132	0.418	0.12693551	-1.80	-5.13107	-5.87e-02	ZP2	ENST00000219593
A_33_P3224157	0.418	0.12696556	1.80	-5.1313	2.97e-02	STRADA	ENST00000447001
A_33_P3415895	0.4183	0.12705488	1.80	-5.13199	3.18e-02	NRBF2	ENST00000395241
A_23_P87500	0.4185	0.12715629	-1.80	-5.13276	-2.24e-02	ORMDL2	ENST00000548974
A_23_P1615	0.4186	0.12719886	1.80	-5.13309	1.99e-02	FIBP	ENST00000426652
A_23_P303181	0.4187	0.12724787	1.80	-5.13347	3.55e-02	SPHK2	
A_23_P62377	0.4187	0.12726941	-1.80	-5.13363	-3.58e-02	PNCK	ENST00000488994
A_33_P3277198	0.4187	0.1273061	1.80	-5.13391	4.71e-02	CHST10	ENST00000409701
A_21_P0014362	0.4187	0.12734605	-1.80	-5.13422	-9.70e-02	LOC100506643	
A_23_P109333	0.4187	0.12734622	1.80	-5.13422	2.41e-02	C21orf33	ENST00000291577
A_33_P3272169	0.4187	0.12734958	-1.80	-5.13424	-3.56e-02	CLIP2	ENST00000395060
A_24_P220771	0.4187	0.12735498	1.80	-5.13428	3.20e-02	ANKRD17	ENST00000411811
A_23_P38328	0.4191	0.12752651	-1.80	-5.1356	-4.57e-02	DBF4B	ENST00000439818
A_24_P344711	0.4191	0.12752812	-1.80	-5.13561	-4.07e-02	AGPAT3	ENST00000398058
A_23_P18490	0.4192	0.12764684	1.80	-5.13651	3.53e-02	MAEA	ENST00000382947
A_24_P225719	0.4192	0.12765312	1.80	-5.13656	2.58e-02	MOB4	
A_33_P3317770	0.4192	0.12765489	-1.80	-5.13658	-8.55e-02	DCST1	ENST00000368420
A_24_P941930	0.4192	0.12766339	1.80	-5.13664	4.54e-02	EAF1	ENST00000396842
A_33_P3400653	0.4192	0.12768585	1.80	-5.13681	2.38e-02	BNIP2	ENST00000267859
A_33_P3354434	0.4192	0.12769126	1.80	-5.13685	3.14e-02	TRIM41	ENST00000503114
A_23_P70571	0.4192	0.12772124	1.80	-5.13708	7.32e-02	SLC39A7	ENST00000446283
A_33_P3216869	0.4192	0.12778545	1.80	-5.13757	2.47e-02	CRABP1	ENST00000299529
A_33_P3220090	0.4192	0.12779294	-1.80	-5.13763	-7.23e-02	ZNF391	
A_24_P285522	0.4192	0.12780479	1.80	-5.13772	6.80e-02	MAP4K3	ENST00000536018
A_23_P259141	0.4192	0.12780756	1.80	-5.13774	3.38e-01	ZBP1	ENST00000461547
A_23_P130787	0.4192	0.12783388	1.80	-5.13794	6.80e-02	QPCTL	ENST00000012049
A_33_P3266928	0.4192	0.12783723	1.80	-5.13797	3.59e-02	LMTK3	ENST00000270238
A_24_P75220	0.4192	0.12786245	-1.80	-5.13816	-2.39e-02	MAGI1	ENST00000402939
A_33_P3257861	0.4192	0.12787247	-1.80	-5.13823	-4.71e-02	SARDH	ENST00000439388
A_33_P3620832	0.4192	0.12789721	-1.80	-5.13842	-4.34e-02	ZNF483	ENST00000374374
A_24_P914817	0.4192	0.12790015	-1.80	-5.13844	-2.06e-02	MKLN1	ENST00000352689
A_33_P3279545	0.4192	0.1279033	-1.80	-5.13847	-6.31e-02	HIPK3	
A_23_P376627	0.4194	0.12802008	-1.80	-5.13936	-2.69e-02	D2HGDH	ENST00000544929
A_21_P0000155	0.4194	0.12803409	1.80	-5.13946	4.44e-02	PSMC2	ENST00000460021
A_23_P374082	0.4194	0.12803527	1.80	-5.13947	4.32e-02	ADAM19	ENST00000257527
A_33_P3410831	0.4194	0.12808506	-1.80	-5.13985	-6.88e-02	LOC729609	
A_24_P270890	0.4194	0.12809451	1.80	-5.13992	3.12e-02	SPOP	
A_33_P3350306	0.4194	0.12811304	-1.79	-5.14006	-2.45e-02	ZNF589	ENST00000296437
A_23_P165879	0.4194	0.12811678	1.79	-5.14009	2.26e-02	RAB10	ENST00000264710
A_23_P211584	0.4194	0.12811806	1.79	-5.1401	3.49e-02	C22orf32	ENST00000331479
A_32_P220472	0.4194	0.12811932	1.79	-5.14011	2.96e-02	ZFAND6	
A_23_P58466	0.4194	0.1281453	-1.79	-5.14031	-2.38e-02	SMN1	
A_32_P135336	0.4194	0.12818638	1.79	-5.14062	2.37e-02	LOC388242	ENST00000549950
A_23_P141479	0.4195	0.12821152	1.79	-5.14081	2.35e-02	SUPT6H	ENST00000314616
A_21_P0010190	0.4195	0.12822749	-1.79	-5.14093	-1.30e-01	XLOC_014030	ENST00000416218
A_24_P126417	0.4195	0.12827626	-1.79	-5.1413	-2.90e-02	USP34	ENST00000398571
A_23_P18993	0.4195	0.1282885	1.79	-5.1414	3.91e-02	MIER3	ENST00000452157
A_23_P133629	0.4196	0.12833096	1.79	-5.14172	4.12e-02	CDC23	ENST00000394886
A_23_P1043	0.42	0.12845994	-1.79	-5.1427	-9.10e-02	C1orf106	ENST00000465162
A_23_P94338	0.42	0.12849274	-1.79	-5.14294	-1.18e-01	ENPP2	ENST00000522826
A_23_P39766	0.4202	0.12857168	1.79	-5.14354	3.49e-02	GLS	
A_23_P22352	0.4206	0.12873197	-1.79	-5.14475	-2.79e-02	FRMD4A	ENST00000342409
A_24_P400130	0.4206	0.1287444	-1.79	-5.14485	-1.51e-01	KRTAP7-1	ENST00000452750
A_24_P126557	0.4207	0.12878518	1.79	-5.14516	3.14e-02	RAVER1	ENST00000293677
A_33_P3366376	0.4207	0.12880889	1.79	-5.14533	1.74e-01	KRTAP27-1	ENST00000382835
A_23_P80648	0.4207	0.12883489	-1.79	-5.14553	-4.34e-02	MFN1	ENST00000280653
A_33_P3375688	0.4207	0.12886351	-1.79	-5.14575	-1.01e-01	LOC100129027	ENST00000380008
A_24_P331675	0.4207	0.12887529	-1.79	-5.14584	-5.62e-02	C6orf10	ENST00000305725
A_21_P0002839	0.4207	0.12888039	-1.79	-5.14587	-1.56e-01	XLOC_003045	ENST00000436060
A_23_P78209	0.4207	0.12889541	-1.79	-5.14599	-2.39e-02	MAFG	ENST00000357736
A_23_P61633	0.4207	0.12894464	-1.79	-5.14636	-3.21e-02	TNK2	ENST00000392400
A_33_P3220570	0.4207	0.12895136	-1.79	-5.14641	-2.43e-02	UBTD1	ENST00000370664
A_24_P112377	0.4208	0.12899618	-1.79	-5.14675	-5.46e-02	DDX31	ENST00000310532
A_24_P238499	0.421	0.1290698	1.79	-5.1473	5.32e-02	C18orf56	ENST00000323813
A_23_P319423	0.421	0.12909942	-1.79	-5.14753	-4.84e-02	KCNK5	ENST00000359534
A_21_P0007106	0.4212	0.12918371	1.79	-5.14816	9.20e-02	XLOC_008844	
A_23_P73835	0.4213	0.129235	1.79	-5.14855	4.52e-02	MOSPD1	ENST00000370783
A_21_P0011207	0.4213	0.12924947	1.79	-5.14866	8.20e-02	XLOC_l2_003848	ENST00000421601
A_33_P3304501	0.4213	0.12927004	1.79	-5.14881	5.88e-02	CDX2	ENST00000381020
A_24_P282762	0.4216	0.12935582	1.79	-5.14946	5.84e-02	TLK1	ENST00000409443
A_33_P3360167	0.4216	0.12939909	1.79	-5.14978	1.16e-01	OR5AU1	ENST00000304418
A_33_P3709327	0.4216	0.12942247	-1.79	-5.14996	-2.04e-02	LOC100144602	
A_33_P3397150	0.4218	0.12957043	-1.79	-5.15107	-3.06e-02	FLJ22184	ENST00000327607
A_33_P3304824	0.4218	0.12958899	-1.79	-5.15121	-6.35e-02		ENST00000435624
A_24_P317762	0.4218	0.12959296	-1.79	-5.15124	-4.45e-02	LY6E	ENST00000522024
A_23_P204324	0.4218	0.12959647	1.79	-5.15126	2.42e-02	DNM1L	ENST00000546757
A_33_P3300395	0.4218	0.1296084	1.79	-5.15135	2.64e-02	APITD1	ENST00000309048
A_23_P375922	0.4218	0.1296272	-1.79	-5.15149	-8.01e-02	COL19A1	
A_24_P236522	0.4218	0.12967854	1.79	-5.15188	2.39e-02	CD2BP2	ENST00000305596
A_33_P3215635	0.4218	0.12969652	1.79	-5.15201	3.96e-02	CHRNB2	ENST00000368476
A_33_P3327673	0.4218	0.12969963	1.79	-5.15204	3.01e-02	COBL	ENST00000395540
A_23_P256455	0.4218	0.1297193	-1.79	-5.15218	-2.40e-02	RPA3	ENST00000483031
A_23_P20980	0.4218	0.12977673	-1.79	-5.15261	-3.60e-02	CYC1	ENST00000528618
A_19_P00803558	0.4218	0.12978413	1.79	-5.15267	2.49e-02	KCNA6	ENST00000433855
A_33_P3545065	0.4218	0.12980768	-1.79	-5.15285	-2.76e-02	SH3GL1P1	
A_23_P203137	0.4218	0.12981872	1.78	-5.15293	2.37e-02	UBE4A	ENST00000431736
A_24_P43826	0.4218	0.1298509	1.78	-5.15317	4.07e-02	EBF2	ENST00000535548
A_23_P108761	0.4218	0.12985289	1.78	-5.15319	3.21e-02	C2orf29	ENST00000289382
A_33_P3326225	0.4218	0.1298791	-1.78	-5.15338	-7.93e-02	SAMD12	ENST00000409003
A_23_P311875	0.4218	0.12988664	1.78	-5.15344	6.11e-02	CD6	ENST00000344931
A_33_P3325871	0.4218	0.12989684	-1.78	-5.15351	-7.04e-02		ENST00000322353
A_23_P68610	0.4218	0.12989838	1.78	-5.15353	1.00e-01	TPX2	ENST00000340513
A_23_P116890	0.4218	0.12990348	-1.78	-5.15356	-4.63e-02	PRB3	ENST00000538488
A_21_P0000233	0.4218	0.12991573	-1.78	-5.15366	-4.21e-02	SNORD38A	
A_33_P3358213	0.4218	0.12993025	-1.78	-5.15376	-1.35e-01	PADI6	ENST00000434762
A_33_P3285038	0.422	0.12998243	1.78	-5.15415	2.59e-02	CERS5	ENST00000380189
A_33_P3854030	0.4221	0.13006246	1.78	-5.15475	4.76e-02	MBD5	ENST00000407073
A_33_P3229301	0.4223	0.13012928	-1.78	-5.15525	-7.96e-02	DKFZp434J0226	
A_23_P124905	0.4223	0.13014067	-1.78	-5.15534	-4.39e-02	NPTX1	ENST00000535681
A_33_P3389363	0.4223	0.13018363	-1.78	-5.15566	-3.29e-02	C19orf54	ENST00000339153
A_24_P326398	0.4223	0.130193	-1.78	-5.15573	-8.31e-02	CRB2	ENST00000373631
A_24_P267522	0.4223	0.13021159	1.78	-5.15587	3.40e-02	ZNF585A	ENST00000292841
A_33_P3363898	0.4224	0.13025496	1.78	-5.15619	2.26e-02	TUBG1	ENST00000251413
A_23_P212639	0.4224	0.1302984	1.78	-5.15651	4.01e-02	TRA2B	ENST00000456380
A_23_P168080	0.4224	0.1302984	-1.78	-5.15651	-4.77e-02	SKIV2L	ENST00000464293
A_23_P156683	0.4224	0.13031899	-1.78	-5.15667	-2.02e-01	LTA	ENST00000383303
A_23_P111978	0.4224	0.13034042	-1.78	-5.15683	-1.08e-01	KCNK9	ENST00000303015
A_24_P144773	0.4224	0.13034907	1.78	-5.15689	3.25e-02	RNF145	
A_21_P0004439	0.4224	0.13038212	1.78	-5.15714	5.56e-02	XLOC_004984	
A_23_P31532	0.4224	0.13041697	-1.78	-5.1574	-3.83e-02	ZC3HAV1L	ENST00000275766
A_21_P0002674	0.4224	0.13042047	1.78	-5.15742	4.20e-02	FLJ42351	
A_32_P188860	0.4224	0.13043327	-1.78	-5.15752	-3.08e-02	IL17RD	ENST00000296318
A_23_P119254	0.4225	0.13048434	1.78	-5.1579	7.60e-02	ASF1B	ENST00000263382
A_23_P49009	0.4225	0.13049911	-1.78	-5.15801	-2.97e-02	LPCAT4	ENST00000314891
A_23_P142849	0.4226	0.13055785	1.78	-5.15845	2.25e-02	RND3	ENST00000375734
A_23_P416813	0.4227	0.13061419	1.78	-5.15887	2.69e-02	ZFP82	ENST00000392161
A_32_P539599	0.4227	0.13063336	1.78	-5.15901	3.52e-02	FLJ40852	
A_21_P0006966	0.4227	0.13063976	1.78	-5.15906	2.66e-01	XLOC_008729	
A_32_P81676	0.4229	0.13071493	-1.78	-5.15962	-4.84e-02	LOC157627	
A_23_P145068	0.423	0.13078542	1.78	-5.16014	4.10e-02	MTO1	ENST00000370305
A_23_P204252	0.4232	0.13086367	1.78	-5.16072	3.41e-02	M6PR	ENST00000000412
A_33_P3236563	0.4233	0.13090676	-1.78	-5.16104	-6.98e-02	ALDH3B1	ENST00000316367
A_21_P0005615	0.4233	0.1309468	-1.78	-5.16134	-5.71e-02	XLOC_006775	ENST00000523507
A_33_P3209030	0.4233	0.13096803	1.78	-5.16149	2.77e-02	ZNF623	ENST00000328466
A_23_P259012	0.4233	0.13097649	1.78	-5.16156	2.75e-02	BAP1	ENST00000460680
A_23_P251717	0.4233	0.13100246	1.78	-5.16175	2.03e-02	WDR45	ENST00000474217
A_33_P3399935	0.4233	0.13105334	1.78	-5.16213	2.13e-02	RPS6KA2	ENST00000509742
A_24_P56388	0.4233	0.13112199	1.78	-5.16264	4.38e-02	HIF1A	ENST00000337138
A_21_P0000613	0.4233	0.13115385	-1.78	-5.16287	-6.08e-01	LOC100130275	
A_23_P122876	0.4233	0.13118498	-1.78	-5.1631	-3.50e-02	TAF6	
A_23_P76218	0.4233	0.13124943	-1.78	-5.16358	-1.29e-01	DCD	ENST00000546807
A_24_P418152	0.4233	0.1312685	-1.78	-5.16372	-1.54e-01	FLJ40194	
A_23_P54116	0.4233	0.13131551	1.78	-5.16407	2.58e-02	DAAM1	ENST00000553307
A_23_P2967	0.4233	0.13133261	1.78	-5.16419	7.20e-02	AP1G2	ENST00000557391
A_33_P3342295	0.4233	0.13133359	-1.78	-5.1642	-5.81e-02	VSX1	ENST00000398332
A_33_P3229196	0.4233	0.13136248	-1.78	-5.16441	-2.86e-02	CD151	
A_33_P3216467	0.4233	0.13136582	1.78	-5.16444	6.49e-02	FAM83E	ENST00000263266
A_23_P15402	0.4233	0.13138448	-1.78	-5.16458	-2.82e-02	SAT2	ENST00000269298
A_23_P348028	0.4233	0.1313905	-1.78	-5.16462	-2.53e-01	IL36A	ENST00000259211
A_24_P917833	0.4233	0.13141894	1.78	-5.16483	2.17e-02	TMED10	ENST00000303575
A_19_P00320927	0.4233	0.131423	-1.78	-5.16486	-9.87e-02	LOC100292680	
A_33_P3366241	0.4233	0.13143385	-1.78	-5.16494	-5.93e-02	SCARA5	ENST00000301906
A_23_P3502	0.4233	0.1314407	1.78	-5.16499	2.16e-02	ZC3H18	ENST00000452588
A_23_P18325	0.4233	0.13144681	1.78	-5.16504	2.49e-02	PDCD10	ENST00000470131
A_23_P100127	0.4233	0.1314498	1.78	-5.16506	1.16e-01	CASC5	ENST00000260369
A_21_P0012380	0.4233	0.13145553	-1.78	-5.1651	-5.42e-02	LOC401074	
A_33_P3268507	0.4233	0.13146236	-1.78	-5.16515	-9.95e-02	CEACAM1	
A_21_P0008278	0.4233	0.13146388	-1.78	-5.16516	-2.19e-01	XLOC_011072	ENST00000555539
A_23_P420269	0.4233	0.13147893	1.78	-5.16528	1.07e-01	INTS2	ENST00000444766
A_21_P0013634	0.4233	0.13151139	-1.78	-5.16551	-6.66e-01	GPR116	ENST00000450911
A_33_P3405763	0.4233	0.13151362	1.78	-5.16553	1.01e-01	TMPPE	ENST00000342462
A_21_P0000348	0.4233	0.13154063	-1.78	-5.16573	-7.09e-02	SNORA80	
A_23_P126349	0.4233	0.13154535	1.78	-5.16577	1.32e-01	BARHL2	
A_33_P3222203	0.4233	0.13154913	-1.78	-5.16579	-8.99e-02	OXER1	ENST00000378661
A_24_P58177	0.4233	0.13157911	-1.77	-5.16601	-2.51e-02	C14orf159	ENST00000298858
A_23_P370544	0.4233	0.13158669	1.77	-5.16607	4.38e-02	ANKAR	ENST00000520309
A_23_P117852	0.4233	0.13159105	1.77	-5.1661	1.35e-01	KIAA0101	ENST00000380258
A_33_P3414799	0.4233	0.13160979	-1.77	-5.16624	-6.12e-02	SH3BP2	
A_23_P333022	0.4233	0.13161753	1.77	-5.1663	1.64e-01	PXT1	ENST00000454782
A_33_P3640101	0.4233	0.13164532	1.77	-5.1665	4.00e-02	LOC400684	
A_33_P3409904	0.4233	0.13166011	1.77	-5.16661	2.82e-02	VAMP4	ENST00000236192
A_21_P0007097	0.4233	0.13168556	-1.77	-5.1668	-4.91e-02	BEND7	ENST00000466271
A_23_P139192	0.4234	0.13174077	1.77	-5.16721	2.01e-02	GNG3	ENST00000294117
A_23_P7282	0.4234	0.13175012	-1.77	-5.16728	-2.09e-02	ELMOD2	ENST00000323570
A_33_P3272508	0.4234	0.13176535	-1.77	-5.16739	-2.34e-02	MRP63	ENST00000309594
A_33_P3569555	0.4234	0.13179472	-1.77	-5.1676	-1.38e-01	ZNF503-AS1	
A_21_P0013970	0.4236	0.13188601	1.77	-5.16828	3.09e-02	LLPH	ENST00000556010
A_23_P157607	0.4237	0.13191731	-1.77	-5.16851	-3.41e-02	INTS10	ENST00000517546
A_23_P154539	0.4237	0.13193042	-1.77	-5.1686	-2.24e-02	PRPF6	ENST00000535781
A_32_P155826	0.4239	0.13203227	1.77	-5.16935	2.57e-01	LOC158572	
A_33_P3257856	0.4239	0.13203712	1.77	-5.16939	4.00e-02	ZNF501	ENST00000332489
A_32_P163533	0.4239	0.13205478	1.77	-5.16952	2.29e-02	ZNF322	
A_23_P41143	0.4239	0.13207731	1.77	-5.16968	3.54e-02	APEH	ENST00000469362
A_24_P237036	0.4239	0.13209878	-1.77	-5.16984	-9.43e-02	TNFSF14	ENST00000245912
A_23_P10911	0.4239	0.13211651	1.77	-5.16997	3.02e-02	PLBD2	ENST00000280800
A_33_P3294921	0.424	0.13217664	-1.77	-5.17041	-5.04e-02	PRUNE2	ENST00000492157
A_33_P3376681	0.424	0.1322466	-1.77	-5.17093	-1.51e-01	GPR139	ENST00000326571
A_24_P128312	0.424	0.13224941	-1.77	-5.17095	-2.96e-02	ZNF79	ENST00000543471
A_24_P241330	0.424	0.13225271	-1.77	-5.17097	-2.03e-02	ZC3H14	
A_23_P347468	0.424	0.13229079	1.77	-5.17125	2.19e-02	FZD3	ENST00000240093
A_23_P18223	0.424	0.13230408	-1.77	-5.17135	-5.62e-02	ITIH1	
A_33_P3611762	0.424	0.13232129	1.77	-5.17147	3.05e-02	FLJ37798	
A_33_P3405459	0.424	0.13233847	-1.77	-5.1716	-2.84e-02	C20orf195	ENST00000370098
A_23_P201731	0.424	0.13234603	-1.77	-5.17165	-2.43e-02	TRAF5	ENST00000336184
A_24_P153456	0.424	0.1323493	-1.77	-5.17168	-4.07e-02	ZDHHC11	ENST00000283441
A_33_P3346891	0.424	0.132368	1.77	-5.17182	8.45e-02	MYBL1	ENST00000518079
A_23_P75288	0.424	0.13238751	-1.77	-5.17196	-2.77e-02	ATAD1	ENST00000328142
A_21_P0002751	0.4243	0.13251651	-1.77	-5.1729	-1.24e-01	XLOC_002706	ENST00000494761
A_33_P3281613	0.4243	0.13252075	-1.77	-5.17293	-4.88e-02	KCNT1	
A_21_P0007041	0.4244	0.13256522	-1.77	-5.17326	-7.99e-02	XLOC_008338	
A_23_P368278	0.4246	0.13267838	-1.77	-5.17409	-2.83e-02	FCHSD2	ENST00000311172
A_23_P106362	0.4246	0.13271521	1.77	-5.17436	8.20e-02	AQP9	ENST00000219919
A_23_P140967	0.4246	0.13274438	-1.77	-5.17457	-4.05e-02	MEFV	ENST00000542898
A_23_P2077	0.4246	0.13274767	-1.77	-5.17459	-1.36e-01	OR4C3	ENST00000395239
A_33_P3314407	0.4246	0.13275039	1.77	-5.17461	9.08e-02	ENO4	ENST00000341276
A_32_P60635	0.4246	0.13275141	1.77	-5.17462	9.16e-02	LOC643037	
A_23_P110243	0.4246	0.13277415	1.77	-5.17479	4.22e-02	METTL14	ENST00000388822
A_33_P3220113	0.4246	0.13280155	-1.77	-5.17499	-1.08e-01	ZNF816-ZNF321P	ENST00000313956
A_21_P0012559	0.4246	0.13280542	-1.77	-5.17502	-8.88e-02	XLOC_l2_010463	ENST00000457449
A_23_P382045	0.4246	0.13282474	1.77	-5.17516	3.48e-02	TULP4	ENST00000367097
A_24_P606538	0.4247	0.13287534	-1.77	-5.17553	-6.80e-02	GGNBP1	ENST00000374458
A_32_P69849	0.4247	0.13291028	-1.77	-5.17578	-3.20e-02	BEX5	ENST00000333643
A_33_P3365810	0.4253	0.13310377	-1.77	-5.17719	-2.35e-02	MRPL12	ENST00000332396
A_33_P3352867	0.4255	0.133222	1.77	-5.17805	6.93e-02	PCDHA6	
A_23_P92132	0.4255	0.13322303	-1.77	-5.17806	-3.05e-02	IFRD2	ENST00000474556
A_23_P391275	0.4255	0.13322378	-1.77	-5.17807	-7.45e-02	RCAN3	
A_23_P11859	0.4256	0.13327041	-1.77	-5.17841	-2.71e-02	HSD17B7	ENST00000494450
A_21_P0013467	0.4257	0.13333263	1.76	-5.17886	8.44e-02	FAM66C	ENST00000530099
A_32_P76720	0.4257	0.13333985	1.76	-5.17891	2.19e-02	NT5DC3	ENST00000392876
A_33_P3253578	0.4257	0.13336859	1.76	-5.17912	1.69e-01	OR8B2	ENST00000375013
A_33_P3412035	0.4258	0.13341986	-1.76	-5.17949	-3.37e-02	UBA6	ENST00000322244
A_23_P11652	0.4258	0.13342622	1.76	-5.17954	2.51e-02	USP1	ENST00000371146
A_33_P3801477	0.4258	0.1334455	-1.76	-5.17968	-6.30e-02	SNORA37	
A_33_P3220822	0.4261	0.13356924	-1.76	-5.18058	-8.21e-02	TEX21P	
A_33_P3415191	0.4262	0.13364782	-1.76	-5.18115	-6.97e-02	ATP8B1	ENST00000536015
A_24_P383609	0.4262	0.13366539	-1.76	-5.18127	-2.64e-02	NANOS1	ENST00000340087
A_33_P3292337	0.4262	0.13367678	-1.76	-5.18136	-2.60e-02	KIF5B	ENST00000302418
A_23_P81048	0.4264	0.13373302	1.76	-5.18176	4.56e-02	STIM2	ENST00000412829
