ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_23_P208389	0.0607	4.22e-03	-4.8054099	-1.740066	-0.07817693	AXL	ENST00000301178
A_23_P86855	0.0607	4.22e-03	-4.8049411	-1.740538	-0.07139048	MACROD1	ENST00000542359
A_23_P2271	0.0607	4.22e-03	4.8044546	-1.741028	0.1286524	PTHLH	
A_21_P0000028	0.0607	4.23e-03	-4.8030656	-1.742425	-0.13175825	SH2D2A	
A_23_P218751	0.0608	4.24e-03	-4.7997442	-1.745769	-0.05992056	GNB1L	ENST00000460402
A_33_P3339051	0.0608	4.24e-03	4.7995859	-1.745928	0.06296468	ZNF428	ENST00000300811
A_23_P205746	0.0608	4.25e-03	4.7982534	-1.74727	0.0508447	EML1	ENST00000334192
A_23_P99853	0.0608	4.25e-03	4.7978112	-1.747715	0.06657779	KIAA1370	ENST00000546305
A_21_P0000215	0.0608	4.25e-03	-4.7976066	-1.747921	-0.05687839	SNORD55	ENST00000485390
A_23_P123454	0.0608	4.25e-03	4.7969048	-1.748628	0.06670369	NUDT18	ENST00000521807
A_24_P98161	0.0608	4.26e-03	4.7962211	-1.749317	0.16632444	KRIT1	
A_23_P7074	0.061	4.27e-03	-4.7923963	-1.753171	-0.05223558	NOA1	ENST00000264230
A_23_P61426	0.061	4.27e-03	4.7922649	-1.753304	0.08501961	MSRA	
A_33_P3315223	0.061	4.27e-03	4.7918758	-1.753696	0.04573163	HNRNPA0	ENST00000314940
A_21_P0000079	0.061	4.28e-03	4.7912608	-1.754316	0.05837054	LCOR	ENST00000540664
A_23_P253177	0.061	4.28e-03	-4.790128	-1.755458	-0.06381912	STK24	ENST00000376541
A_23_P86532	0.0611	4.29e-03	4.7875441	-1.758064	0.11042689	BICC1	ENST00000263103
A_24_P67898	0.0612	4.30e-03	4.7847949	-1.760838	0.12063444	MGEA5	ENST00000370094
A_23_P60259	0.0612	4.30e-03	-4.7839638	-1.761676	-0.08858172	TMEM38B	
A_23_P112159	0.0612	4.31e-03	-4.7832228	-1.762424	-0.08553467	EIF2C2	ENST00000519980
A_23_P31085	0.0612	4.31e-03	4.7829037	-1.762746	0.05796189	CCDC28A	ENST00000026464
A_23_P145	0.0612	4.31e-03	-4.7816316	-1.764031	-0.11052556	HMGCL	ENST00000543166
A_33_P3250730	0.0615	4.34e-03	4.7758745	-1.769845	0.04782324	ACCN4	ENST00000358078
A_24_P277934	0.0615	4.34e-03	-4.774132	-1.771606	-0.09215641	COL1A2	ENST00000464916
A_21_P0008269	0.0615	4.35e-03	-4.7736795	-1.772064	-0.10261563	LOC100131366	
A_33_P3287472	0.0616	4.36e-03	-4.7703216	-1.775459	-0.2166137	PPP1R27	ENST00000330261
A_21_P0008307	0.0616	4.36e-03	4.7690895	-1.776705	0.21272773	XLOC_010778	
A_32_P62211	0.0616	4.37e-03	-4.7681374	-1.777668	-0.11544207		
A_33_P3287735	0.0616	4.37e-03	4.7678901	-1.777918	0.04482242	KAT6A	ENST00000396930
A_33_P3386765	0.0616	4.37e-03	4.7673904	-1.778424	0.04863681	ABHD14A	ENST00000273596
A_33_P3418597	0.0616	4.37e-03	-4.7671366	-1.778681	-0.08240393	GAS2L1	ENST00000360113
A_21_P0009972	0.0616	4.37e-03	-4.766945	-1.778874	-0.05292073	XLOC_013559	ENST00000427333
A_33_P3215282	0.0616	4.38e-03	-4.7662986	-1.779528	-0.07985516	TTBK1	ENST00000259750
A_24_P652700	0.0616	4.38e-03	4.7658946	-1.779937	0.0591549	CEP152	ENST00000399334
A_23_P408108	0.0617	4.39e-03	4.7638643	-1.781992	0.17476406	MTERF	ENST00000351870
A_23_P316741	0.0617	4.39e-03	-4.7633691	-1.782494	-0.07602761	TSPAN4	
A_33_P3542886	0.0618	4.40e-03	4.7606357	-1.785261	0.06779783	SNAR-G1	
A_33_P3369761	0.0618	4.40e-03	4.7600763	-1.785828	0.07750939	PDP1	
A_23_P3643	0.062	4.42e-03	4.7565219	-1.789429	0.07919391	DNASE1L2	ENST00000320700
A_23_P59616	0.062	4.42e-03	4.7555582	-1.790405	0.06642454	GTF2IRD2	ENST00000412484
A_33_P3304668	0.0621	4.43e-03	-4.7529517	-1.793048	-0.08118002	COL1A1	ENST00000225964
A_33_P3285911	0.0622	4.44e-03	-4.7499656	-1.796076	-0.04944645	KIAA1919	
A_23_P133123	0.0623	4.45e-03	4.74817	-1.797898	0.25924252	MND1	ENST00000240488
A_32_P19294	0.0624	4.46e-03	4.7463018	-1.799794	0.09413214	GLT1D1	ENST00000441390
A_33_P3336252	0.0625	4.47e-03	-4.7434272	-1.802712	-0.14532121	OR7E37P	
A_32_P163805	0.0625	4.48e-03	-4.7412322	-1.804941	-0.22914238	LINC00301	ENST00000320202
A_33_P3282683	0.0625	4.48e-03	4.7411689	-1.805005	0.16115066	LOC100130027	
A_32_P96807	0.0625	4.48e-03	4.7407911	-1.805389	0.0534442	RC3H1	ENST00000367696
A_21_P0012276	0.0625	4.48e-03	-4.7407623	-1.805418	-0.10188826	SLC25A15	ENST00000379523
A_33_P3246178	0.0626	4.49e-03	-4.7385623	-1.807653	-0.07526907	CLEC4GP1	
A_33_P3405444	0.0626	4.49e-03	4.737883	-1.808343	0.04548732	WASL	ENST00000536685
A_23_P23611	0.0628	4.51e-03	4.7327383	-1.813573	0.09654971	AMY1C	
A_23_P16214	0.0628	4.51e-03	4.7327351	-1.813576	0.05144573	FBXW9	ENST00000544494
A_24_P100996	0.0629	4.53e-03	4.7298301	-1.816531	0.10938274	ANO5	ENST00000324559
A_23_P29057	0.0629	4.53e-03	-4.7280752	-1.818317	-0.11818409	KCNJ6	ENST00000400482
A_24_P551842	0.0629	4.53e-03	4.728022	-1.818371	0.05478917	CYTB	ENST00000361789
A_23_P10873	0.0629	4.54e-03	4.7276911	-1.818708	0.16680373	TLR1	ENST00000502213
A_23_P28434	0.0632	4.56e-03	-4.7219251	-1.824579	-0.11278664	VAMP8	ENST00000263864
A_23_P39237	0.0633	4.57e-03	-4.7189264	-1.827634	-0.14302381	ZFP36	ENST00000248673
A_32_P43812	0.0633	4.58e-03	4.7182941	-1.828278	0.08008869	DCUN1D4	ENST00000477560
A_33_P3237359	0.0633	4.58e-03	4.7175573	-1.829029	0.08383958	HMGB3	ENST00000325307
A_33_P3238548	0.0633	4.58e-03	4.7173306	-1.82926	0.1838997	C3orf36	ENST00000408895
A_23_P16573	0.0633	4.58e-03	4.7162334	-1.830379	0.05084645	DDX49	ENST00000438170
A_33_P3223923	0.0633	4.59e-03	4.715715	-1.830907	0.0607271	PDIA3	ENST00000300289
A_33_P3351027	0.0635	4.60e-03	4.7124973	-1.834189	0.07877653	PEX2	
A_23_P145437	0.0635	4.60e-03	4.712087	-1.834607	0.05056092	PHIP	ENST00000355098
A_23_P401076	0.0636	4.61e-03	-4.7098274	-1.836913	-0.06755852	SUSD3	ENST00000375469
A_33_P3235766	0.0637	4.63e-03	4.7061274	-1.840689	0.05358919	QSER1	ENST00000078652
A_33_P3335147	0.064	4.65e-03	4.7010909	-1.845834	0.06405988	MURC	ENST00000307584
A_33_P3415430	0.064	4.65e-03	4.7004559	-1.846482	0.0602253	HSPA1B	ENST00000391548
A_21_P0000750	0.0641	4.66e-03	-4.698503	-1.848478	-0.09038541	MFI2-AS1	ENST00000415244
A_33_P3327010	0.0641	4.66e-03	-4.6977809	-1.849216	-0.0878937	MAST2	ENST00000372008
A_23_P66948	0.0641	4.67e-03	4.6971763	-1.849834	0.0813301	FAM59A	ENST00000269209
A_21_P0001126	0.0641	4.67e-03	4.6964549	-1.850572	0.23530202	XLOC_000818	
A_33_P3223544	0.0641	4.68e-03	-4.6947372	-1.852328	-0.06874158	TMBIM4	ENST00000545407
A_33_P3240946	0.0641	4.68e-03	4.6945271	-1.852543	0.05599838	DPF3	ENST00000366353
A_33_P3879920	0.0641	4.68e-03	-4.6942305	-1.852847	-0.0518353	TRIM39-RPP21	
A_23_P109442	0.0641	4.68e-03	-4.6938357	-1.853251	-0.06848579	HPS4	ENST00000466781
A_23_P131646	0.0641	4.69e-03	-4.6908133	-1.856343	-0.04761013	RPIA	ENST00000283646
A_32_P514790	0.0641	4.69e-03	4.6906701	-1.856489	0.06459505	UNK	ENST00000293218
A_33_P3245927	0.0641	4.70e-03	4.6892002	-1.857994	0.07581624	OGFOD2	ENST00000406539
A_33_P3387164	0.0641	4.70e-03	-4.6890819	-1.858115	-0.18821202	TCP11	ENST00000469514
A_24_P66337	0.0641	4.70e-03	4.6883862	-1.858827	0.06276338	LCLAT1	ENST00000319406
A_24_P943922	0.0641	4.71e-03	4.6881188	-1.859101	0.13317343	CACHD1	ENST00000495994
A_33_P3347928	0.0641	4.71e-03	4.6877614	-1.859467	0.0497979	CCNL1	ENST00000295925
A_24_P211151	0.0641	4.71e-03	-4.6874542	-1.859781	-0.0552663	EXOSC5	ENST00000221233
A_23_P64980	0.0641	4.72e-03	4.6858204	-1.861454	0.17422627	SLC6A13	ENST00000343164
A_23_P38015	0.0641	4.72e-03	4.6851587	-1.862132	0.05641528	FBRS	ENST00000543786
A_23_P378526	0.0641	4.72e-03	4.6851095	-1.862182	0.05986692	RTEL1	ENST00000496816
A_32_P86067	0.0641	4.72e-03	4.6850049	-1.862289	0.07435738	ZIC1	ENST00000282928
A_23_P102937	0.0641	4.72e-03	-4.6847607	-1.862539	-0.04915207	SUMO3	ENST00000332859
A_33_P3278868	0.0641	4.73e-03	-4.6834422	-1.86389	-0.07877051	HEATR5A	ENST00000382464
A_24_P236753	0.0641	4.73e-03	-4.6831807	-1.864158	-0.12830526	DOC2B	ENST00000496357
A_23_P20876	0.0642	4.74e-03	-4.6808579	-1.866538	-0.04830042	PTPDC1	ENST00000375360
A_23_P153256	0.0642	4.74e-03	4.6804992	-1.866906	0.06183988	ZNF773	ENST00000282292
A_23_P62807	0.0642	4.74e-03	-4.6793157	-1.868119	-0.04696596	SCCPDH	ENST00000366509
A_33_P3356731	0.0642	4.75e-03	-4.6783089	-1.869151	-0.04990776	NUDCD3	ENST00000355451
A_24_P56689	0.0643	4.75e-03	-4.677181	-1.870307	-0.05402473	ZNF205	ENST00000219091
A_24_P350589	0.0643	4.76e-03	4.6765991	-1.870904	0.07209281	RNF150	ENST00000306799
A_23_P165598	0.0645	4.78e-03	4.6717062	-1.875923	0.09449185	DAPL1	ENST00000309950
A_21_P0013997	0.0645	4.78e-03	-4.6711278	-1.876517	-0.16759805	LOC100509620	
A_21_P0000633	0.0646	4.79e-03	4.6699343	-1.877742	0.09559081	LOC255130	ENST00000499667
A_24_P120970	0.0646	4.79e-03	-4.6683076	-1.879412	-0.05295629	C9orf37	ENST00000496793
A_24_P298587	0.0646	4.80e-03	4.6667477	-1.881014	0.17957938		ENST00000531225
A_32_P397824	0.0646	4.80e-03	4.6664759	-1.881293	0.1132746	FIGN	
A_23_P162579	0.0646	4.80e-03	-4.6660709	-1.881709	-0.35647297	HSPB8	ENST00000281938
A_23_P301247	0.0646	4.81e-03	4.6651591	-1.882645	0.10357484	HIST2H2AC	ENST00000331380
A_23_P126939	0.0646	4.81e-03	-4.6647863	-1.883028	-0.11601781	RAB7L1	
A_33_P3342051	0.0646	4.81e-03	4.6645992	-1.88322	0.39456921	LOC347411	
A_23_P210496	0.0646	4.82e-03	-4.6636582	-1.884187	-0.06759051	PCIF1	ENST00000443130
A_23_P213959	0.0646	4.82e-03	-4.6631529	-1.884706	-0.08747835	PPARGC1B	ENST00000394320
A_23_P143621	0.0646	4.82e-03	-4.6626396	-1.885234	-0.11755404	CRYBB1	ENST00000215939
A_32_P52816	0.0646	4.82e-03	-4.6624907	-1.885387	-0.04657523	TM7SF3	
A_24_P305038	0.0647	4.83e-03	4.6594064	-1.888557	0.05804778	C17orf69	ENST00000300525
A_19_P00803558	0.0647	4.84e-03	4.6591556	-1.888815	0.05913186	KCNA6	ENST00000433855
A_23_P51508	0.0647	4.84e-03	4.6589726	-1.889003	0.05394857	DUSP12	ENST00000367943
A_23_P329016	0.0648	4.85e-03	-4.656333	-1.891718	-0.05393375	WDR85	ENST00000472113
A_33_P3398251	0.0648	4.85e-03	-4.6559299	-1.892132	-0.22248631	FOXP3	ENST00000376199
A_33_P3222744	0.0648	4.85e-03	4.6550338	-1.893054	0.08647776	ZNF117	
A_23_P312851	0.0648	4.86e-03	-4.6537069	-1.894419	-0.04859964	PMEL	ENST00000549564
A_24_P11315	0.0648	4.86e-03	4.6530699	-1.895075	0.26316376	OLFML3	ENST00000393300
A_21_P0014365	0.0651	4.89e-03	-4.6474982	-1.900811	-0.16377	LOC100287082	
A_23_P373927	0.0651	4.90e-03	4.6459805	-1.902374	0.10395322	ERP44	ENST00000262455
A_23_P106505	0.0651	4.90e-03	4.6458498	-1.902509	0.0536983	LCMT2	ENST00000305641
A_32_P234145	0.0651	4.90e-03	-4.6452351	-1.903142	-0.09820209	SHC4	ENST00000396535
A_24_P155791	0.0653	4.91e-03	4.6422122	-1.906257	0.05378734	ASB7	ENST00000343276
A_33_P3420816	0.0653	4.92e-03	-4.6413624	-1.907133	-0.05001398	GDF1	ENST00000247005
A_33_P3402931	0.0655	4.94e-03	4.6370256	-1.911605	0.14074824	FEZF1	ENST00000427185
A_23_P38634	0.0655	4.94e-03	4.6360674	-1.912594	0.23204497	OR1G1	ENST00000328890
A_23_P408913	0.0655	4.94e-03	4.6358131	-1.912856	0.07688866	TTC30B	ENST00000408939
A_23_P137427	0.0655	4.95e-03	4.6350125	-1.913682	0.0519623	ZMPSTE24	ENST00000372759
A_24_P41021	0.0657	4.96e-03	4.6319645	-1.916828	0.10661779	FBXO33	ENST00000298097
A_23_P115346	0.0657	4.97e-03	4.6302318	-1.918617	0.07895718	EIF2D	ENST00000484492
A_19_P00322495	0.0657	4.97e-03	-4.6301711	-1.918679	-0.05809096	LOC100130890	
A_33_P3216651	0.0657	4.98e-03	4.6288806	-1.920012	0.09538903	LRTOMT	ENST00000307198
A_23_P60240	0.0658	4.98e-03	-4.6269424	-1.922014	-0.06795786	PIGO	ENST00000491687
A_23_P79978	0.0658	4.99e-03	4.6267145	-1.922249	0.07057169	SLC24A3	ENST00000328041
A_23_P419714	0.0658	4.99e-03	4.6259186	-1.923072	0.131076	BTBD11	ENST00000280758
A_21_P0013778	0.0658	4.99e-03	-4.6254845	-1.92352	-0.06684788	XLOC_l2_015578	ENST00000423738
A_24_P307572	0.0658	4.99e-03	-4.6253969	-1.923611	-0.079505	ANKRD13A	ENST00000553025
A_33_P3327058	0.0658	5.00e-03	4.6235722	-1.925496	0.06945755	ARHGEF2	ENST00000313667
A_33_P3227716	0.0658	5.00e-03	-4.623161	-1.925922	-0.0672476	GATSL3	ENST00000407689
A_21_P0004503	0.0658	5.00e-03	-4.6227736	-1.926322	-0.10304318	LOC257396	
A_33_P3367301	0.0658	5.01e-03	4.6215962	-1.927539	0.08195557	GJD3	
A_23_P40315	0.0658	5.01e-03	4.6213588	-1.927785	0.07772066	DZANK1	ENST00000487128
A_32_P429687	0.0658	5.01e-03	4.6212247	-1.927923	0.20004306	TRIM72	ENST00000322122
A_33_P3324786	0.0658	5.01e-03	-4.6208607	-1.9283	-0.07616016	TCFL5	ENST00000217162
A_23_P11859	0.0658	5.02e-03	-4.6189984	-1.930225	-0.08519767	HSD17B7	ENST00000494450
A_33_P3209869	0.0658	5.02e-03	-4.6185024	-1.930739	-0.06160806	TCP11L1	ENST00000528107
A_33_P3732844	0.0658	5.03e-03	4.6179774	-1.931282	0.11600201		
A_21_P0000129	0.0658	5.03e-03	4.6168489	-1.932449	0.07607427	DCLK1	ENST00000460982
A_24_P313993	0.0658	5.03e-03	4.6166628	-1.932642	0.04779242	CAPS	ENST00000394521
A_33_P3266744	0.0658	5.04e-03	-4.6155383	-1.933805	-0.07387145	SYTL1	ENST00000494895
A_23_P49041	0.0658	5.04e-03	-4.6146063	-1.93477	-0.08644612	TMEM62	ENST00000260403
A_33_P3252196	0.0658	5.05e-03	4.6140747	-1.93532	0.05855978	EZH2	
A_33_P3309271	0.0658	5.05e-03	-4.6138822	-1.935519	-0.04568834	MUTED	
A_23_P99891	0.0658	5.05e-03	-4.6132715	-1.936151	-0.06133312	MESDC1	ENST00000267984
A_33_P3242923	0.0658	5.05e-03	-4.6129765	-1.936457	-0.22566681	LOC283553	ENST00000554409
A_24_P397584	0.0659	5.06e-03	4.6118157	-1.937658	0.04540518	TBCC	ENST00000244625
A_24_P159312	0.0659	5.06e-03	4.6108944	-1.938612	0.14380591	SLC7A6	ENST00000219343
A_23_P365412	0.0659	5.06e-03	4.61012	-1.939414	0.13099522	MFSD4	ENST00000367147
A_21_P0013399	0.0659	5.08e-03	-4.6076939	-1.941927	-0.08259752	LOC100289187	ENST00000429679
A_33_P3295640	0.0659	5.08e-03	-4.6076408	-1.941982	-0.04506328	APBA3	ENST00000316757
A_23_P16944	0.0659	5.08e-03	-4.6076051	-1.942019	-0.09891599	SDC1	ENST00000381150
A_33_P3608172	0.066	5.09e-03	-4.6057747	-1.943916	-0.04400442	GPS2	ENST00000315601
A_24_P921933	0.066	5.09e-03	4.6055347	-1.944165	0.09512186	SRSF1	ENST00000258962
A_23_P141005	0.066	5.11e-03	-4.601321	-1.948533	-0.06454916	AMFR	ENST00000492830
A_23_P104607	0.066	5.11e-03	4.6012233	-1.948634	0.05009001	PSMC3	ENST00000298852
A_33_P3209005	0.066	5.11e-03	4.6010101	-1.948855	0.10072423	ZNF673	
A_24_P80181	0.066	5.11e-03	4.6009654	-1.948902	0.05836797	TMEM127	ENST00000258439
A_33_P3415216	0.066	5.12e-03	-4.5993107	-1.950618	-0.05884397	MPV17	ENST00000426513
A_24_P100551	0.066	5.12e-03	4.5986801	-1.951272	0.08646424	SH3RF1	ENST00000284637
A_24_P254965	0.066	5.12e-03	4.5981031	-1.951871	0.04860933	HDAC8	
A_23_P211738	0.066	5.13e-03	4.5973384	-1.952664	0.04720516	UBP1	ENST00000447368
A_23_P344988	0.066	5.13e-03	4.5968531	-1.953168	0.05774456	ICK	ENST00000356971
A_23_P401904	0.066	5.14e-03	-4.5949927	-1.955098	-0.06614179	PHF19	ENST00000312189
A_33_P3285565	0.066	5.14e-03	-4.5948458	-1.955251	-0.08640441	CLDN3	ENST00000395145
A_24_P238499	0.066	5.14e-03	-4.594135	-1.955989	-0.13655835	C18orf56	ENST00000323813
A_33_P3392391	0.066	5.14e-03	4.5940676	-1.956059	0.04851476	CPT1C	
A_24_P940149	0.066	5.14e-03	-4.5938804	-1.956253	-0.11609068	C2CD2	ENST00000380486
A_23_P106835	0.066	5.14e-03	-4.5938534	-1.956281	-0.04832193	BBS2	ENST00000245157
A_32_P57810	0.066	5.15e-03	-4.5930344	-1.957131	-0.09925569	RNF157	ENST00000319945
A_33_P3210203	0.066	5.15e-03	-4.5930048	-1.957162	-0.04463729	SPIRE2	ENST00000393062
A_24_P570583	0.066	5.15e-03	4.5922331	-1.957963	0.07048568	ZNF542	
A_23_P13885	0.066	5.15e-03	-4.591876	-1.958334	-0.06369544	ATN1	ENST00000356654
A_32_P98298	0.066	5.15e-03	-4.5917711	-1.958443	-0.044175	DUSP8	ENST00000528778
A_23_P1292	0.066	5.16e-03	4.5909841	-1.95926	0.07769659	ERCC6	ENST00000539110
A_23_P98900	0.066	5.16e-03	-4.5908396	-1.95941	-0.05324155	CCDC92	ENST00000238156
A_23_P41246	0.066	5.16e-03	-4.5906089	-1.95965	-0.05009896	MFSD10	ENST00000507272
A_23_P120776	0.066	5.16e-03	-4.590114	-1.960164	-0.04875466	SLC25A1	ENST00000470922
A_23_P120973	0.066	5.16e-03	-4.5898112	-1.960479	-0.05327179	FAM118A	ENST00000487732
A_23_P390704	0.0661	5.17e-03	4.5874576	-1.962924	0.06841956	STK38	ENST00000229812
A_21_P0011603	0.0661	5.18e-03	-4.5862845	-1.964143	-0.04659644	AMZ2	
A_23_P73982	0.0663	5.19e-03	-4.5835458	-1.96699	-0.10774785	TMEM48	ENST00000537333
A_23_P47073	0.0663	5.20e-03	4.5816881	-1.968922	0.07546707	WDR37	ENST00000263150
A_24_P48057	0.0663	5.20e-03	4.5813168	-1.969308	0.10119397	IRX5	ENST00000447390
A_23_P79134	0.0663	5.21e-03	4.5812495	-1.969378	0.1122218	PLEKHF1	ENST00000436066
A_23_P119266	0.0663	5.22e-03	-4.5787956	-1.97193	-0.10265334	DNASE2	ENST00000538460
A_33_P3230709	0.0663	5.22e-03	-4.5783648	-1.972379	-0.0473793	KIF1C	ENST00000320785
A_32_P125338	0.0663	5.22e-03	-4.5776157	-1.973158	-0.13044175	FAM43B	ENST00000332947
A_23_P202219	0.0663	5.22e-03	-4.5773138	-1.973472	-0.10921559	CALHM2	ENST00000260743
A_23_P211207	0.0663	5.22e-03	-4.5773136	-1.973473	-0.04467497	ADARB1	
A_23_P135966	0.0663	5.23e-03	4.5770593	-1.973737	0.04941906	SLC25A14	ENST00000465988
A_33_P3411080	0.0663	5.23e-03	-4.5767583	-1.974051	-0.07362336	FSCN2	ENST00000417245
A_33_P3358621	0.0664	5.24e-03	-4.5733113	-1.977639	-0.05664088	LOC100506036	
A_21_P0000784	0.0664	5.25e-03	4.5731897	-1.977766	0.07002997	LOC100506469	
A_32_P88349	0.0665	5.25e-03	-4.5721252	-1.978874	-0.07128138		ENST00000538264
A_24_P389491	0.0665	5.26e-03	4.571028	-1.980017	0.09006183	COQ4	ENST00000461102
A_32_P104000	0.0666	5.26e-03	4.5692853	-1.981832	0.06930598	DCUN1D3	ENST00000324344
A_23_P209449	0.0666	5.27e-03	4.567614	-1.983574	0.10857388	FZD7	ENST00000286201
A_23_P57709	0.0666	5.28e-03	4.5671686	-1.984038	0.08122588	PCOLCE2	ENST00000470795
A_23_P99762	0.0666	5.28e-03	4.5668014	-1.984421	0.08482931	RBM25	ENST00000527449
A_32_P181103	0.0667	5.28e-03	4.5654683	-1.985811	0.07118593	GGCX	ENST00000233838
A_24_P44279	0.0668	5.30e-03	-4.562086	-1.989338	-0.08676517	FBXW8	ENST00000455858
A_24_P11061	0.0668	5.30e-03	4.5620206	-1.989406	0.12310709	CSAG1	ENST00000452779
A_21_P0012273	0.0668	5.31e-03	4.5609396	-1.990533	0.05576515	NBEA	ENST00000551924
A_21_P0014224	0.0668	5.31e-03	4.5609362	-1.990537	0.06545707	LOC100505760	
A_23_P145424	0.0669	5.32e-03	4.5590362	-1.992519	0.05596082	KIAA1009	ENST00000403245
A_33_P3287710	0.0669	5.32e-03	4.5580648	-1.993533	0.12346098	LOC100128292	
A_33_P3309110	0.0669	5.32e-03	-4.5578271	-1.993781	-0.10183961	LOC100506713	ENST00000399541
A_23_P13359	0.0671	5.34e-03	4.5544585	-1.997298	0.04895871	NXF1	ENST00000533048
A_33_P3308764	0.0672	5.35e-03	4.5517733	-2.000102	0.21471853	RXRG	ENST00000465764
A_33_P3308105	0.0673	5.37e-03	-4.5482801	-2.003752	-0.04821614	GGH	ENST00000260118
A_24_P152188	0.0673	5.37e-03	4.5478208	-2.004232	0.05609195	PRICKLE2	ENST00000295902
A_23_P154208	0.0673	5.38e-03	4.5475222	-2.004544	0.0539086	NAGK	ENST00000455197
A_23_P17769	0.0673	5.38e-03	-4.5473213	-2.004754	-0.04247854	DDT	ENST00000398344
A_23_P153930	0.0674	5.39e-03	4.5448624	-2.007325	0.09780204	ACVR2A	ENST00000495775
A_21_P0000487	0.0674	5.39e-03	-4.5445124	-2.007691	-0.12288933	SNORD94	
A_23_P90626	0.0674	5.40e-03	4.543437	-2.008816	0.17037731	CYTIP	ENST00000540637
A_23_P426153	0.0674	5.40e-03	-4.5433587	-2.008898	-0.13297373	CCDC37	ENST00000393425
A_33_P3293202	0.0676	5.41e-03	-4.5403295	-2.012067	-0.06247164	C8orf37	ENST00000286688
A_33_P3323501	0.0677	5.42e-03	-4.5378526	-2.014659	-0.29220597	PHGR1	ENST00000535816
A_23_P309381	0.0677	5.43e-03	4.5362843	-2.016301	0.08956272	HIST2H2AA4	ENST00000369161
A_33_P3415623	0.0677	5.43e-03	4.5362806	-2.016305	0.08826714	LRRIQ1	ENST00000525971
A_23_P316850	0.0679	5.45e-03	-4.5333693	-2.019354	-0.05398226	ODF3L2	ENST00000315489
A_33_P3394933	0.0679	5.45e-03	-4.5321918	-2.020587	-0.094978	P4HA2	
A_33_P3685216	0.0679	5.46e-03	-4.5314135	-2.021402	-0.06873168	A1BG	ENST00000263100
A_24_P228228	0.0679	5.46e-03	4.5307793	-2.022067	0.18078896	B4GALT6	ENST00000306851
A_33_P3213029	0.0679	5.46e-03	4.5306803	-2.022171	0.0996719	RNF43	
A_33_P3348752	0.0679	5.47e-03	4.5300184	-2.022864	0.04873691	HSPH1	ENST00000380363
A_33_P3221788	0.068	5.48e-03	-4.5271641	-2.025856	-0.05118686	RAB22A	ENST00000244040
A_33_P3417950	0.0681	5.49e-03	4.5257327	-2.027357	0.05964421	AKAP8	ENST00000269701
A_33_P3417472	0.0681	5.49e-03	-4.5250828	-2.028039	-0.12885585		ENST00000412492
A_23_P55421	0.0681	5.50e-03	-4.5241116	-2.029057	-0.06788292	CBX8	
A_33_P3302632	0.0683	5.51e-03	4.5207591	-2.032575	0.12693988	HIST1H2BE	
A_33_P3838128	0.0683	5.52e-03	4.5198013	-2.03358	0.17107267	PABPC5-AS1	
A_24_P370670	0.0683	5.53e-03	-4.5187619	-2.034671	-0.10475308	ZMYM6NB	ENST00000487874
A_23_P64630	0.0683	5.53e-03	-4.5186117	-2.034829	-0.04852211	RNF26	ENST00000311413
A_23_P35791	0.0683	5.53e-03	-4.5182261	-2.035233	-0.05712411	RPS6KA4	ENST00000294261
A_33_P3386562	0.0683	5.53e-03	4.5172641	-2.036243	0.08408556	AGBL4	ENST00000371838
A_24_P82466	0.0684	5.54e-03	4.5163082	-2.037247	0.12466136	GAS7	
A_33_P3379001	0.0684	5.55e-03	-4.5149224	-2.038702	-0.11755458	UNC5A	ENST00000329542
A_32_P151875	0.0684	5.55e-03	4.5148218	-2.038808	0.05791721	ZNF398	ENST00000426851
A_24_P251381	0.0684	5.55e-03	-4.5142988	-2.039357	-0.06773651	NHEJ1	ENST00000318673
A_33_P3873533	0.0684	5.56e-03	4.5129537	-2.04077	0.17832338	LOC613126	
A_23_P103110	0.0685	5.56e-03	-4.5117027	-2.042085	-0.09830998	MAFF	
A_23_P332713	0.0685	5.57e-03	-4.5097421	-2.044145	-0.08301125	ZFR2	ENST00000262961
A_23_P98910	0.0685	5.58e-03	4.5091052	-2.044815	0.13353065	LRMP	ENST00000354454
A_33_P3255914	0.0685	5.58e-03	-4.508248	-2.045716	-0.05337238	MYLIP	ENST00000349606
A_21_P0001044	0.0685	5.58e-03	4.5078186	-2.046168	0.16691294	XLOC_000508	ENST00000420807
A_23_P1331	0.0685	5.58e-03	4.5077739	-2.046215	0.09789195	COL13A1	
A_33_P3340404	0.0685	5.59e-03	-4.5070235	-2.047004	-0.04695257	SCLT1	ENST00000506233
A_23_P372334	0.0685	5.59e-03	4.5069371	-2.047094	0.04746904	CCDC12	ENST00000292314
A_33_P3368358	0.0688	5.61e-03	-4.5025473	-2.051712	-0.22272191	NEDD9	
A_23_P74278	0.0688	5.61e-03	4.5020541	-2.052231	0.11529131	PDE4B	
A_23_P210726	0.0688	5.62e-03	-4.5002673	-2.054112	-0.07337149	CDC25B	ENST00000245960
A_33_P3220612	0.0688	5.63e-03	-4.4995643	-2.054852	-0.05002044	FAM89B	ENST00000377088
A_23_P408167	0.0688	5.63e-03	4.4990813	-2.05536	0.05644192	GPRASP2	
A_23_P77562	0.0689	5.64e-03	-4.4980624	-2.056433	-0.07516238	TMEM219	ENST00000414689
